insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (127, 629, 26, 104, 672);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (104, 1000, 98, 74, 588);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (121, 233, 90, 171, 44);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (53, 625, 1, 57, 550);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (128, 697, 48, 129, 151);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (83, 190, 133, 164, 176);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (116, 300, 94, 184, 404);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (82, 526, 52, 46, 635);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (76, 261, 4, 224, 422);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (38, 970, 78, 257, 547);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (12, 136, 111, 71, 519);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (53, 801, 92, 137, 55);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (135, 474, 116, 171, 159);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (5, 665, 52, 292, 75);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (21, 904, 145, 159, 37);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (2, 361, 142, 271, 110);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (17, 996, 51, 284, 320);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (120, 835, 68, 180, 85);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (67, 390, 55, 96, 364);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (135, 267, 14, 147, 617);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (106, 210, 62, 294, 668);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (115, 144, 133, 226, 339);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (48, 56, 38, 61, 667);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (2, 727, 34, 77, 71);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (126, 687, 126, 200, 74);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (74, 470, 93, 211, 206);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (26, 852, 80, 110, 667);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (44, 423, 19, 205, 268);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (92, 994, 95, 46, 292);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (108, 631, 55, 67, 377);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (30, 178, 62, 84, 402);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (95, 32, 103, 245, 450);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (129, 574, 134, 247, 374);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (105, 250, 84, 82, 273);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (122, 230, 56, 281, 332);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (5, 774, 15, 186, 330);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (121, 87, 35, 286, 107);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (136, 710, 125, 299, 230);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (19, 292, 53, 206, 181);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (34, 161, 98, 59, 522);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (97, 834, 64, 279, 398);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (107, 362, 108, 39, 286);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (77, 172, 34, 66, 346);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (30, 97, 146, 62, 50);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (4, 94, 127, 47, 551);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (59, 646, 14, 129, 524);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (107, 848, 55, 85, 313);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (82, 741, 70, 242, 273);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (111, 787, 82, 237, 81);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (120, 37, 112, 105, 482);
--insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (113, 342, 111, 126, 323);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (102, 620, 28, 37, 577);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (76, 929, 106, 249, 44);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (57, 280, 108, 68, 96);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (65, 557, 133, 197, 164);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (136, 613, 125, 90, 210);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (25, 460, 42, 228, 323);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (62, 566, 89, 144, 89);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (93, 301, 41, 280, 200);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (89, 293, 130, 121, 461);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (54, 493, 97, 73, 314);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (54, 38, 53, 144, 464);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (101, 453, 152, 272, 689);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (15, 242, 133, 180, 263);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (94, 35, 67, 45, 200);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (44, 950, 84, 123, 81);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (47, 732, 68, 104, 273);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (114, 691, 132, 143, 75);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (125, 805, 11, 87, 41);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (89, 71, 117, 117, 299);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (12, 379, 70, 47, 358);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (5, 278, 53, 220, 357);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (16, 442, 25, 157, 420);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (113, 665, 89, 205, 381);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (5, 776, 100, 163, 175);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (70, 385, 52, 210, 310);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (88, 402, 1, 163, 190);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (12, 805, 23, 191, 385);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (89, 807, 132, 108, 312);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (85, 736, 27, 270, 68);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (92, 962, 114, 73, 450);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (115, 450, 82, 266, 306);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (42, 218, 109, 142, 114);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (122, 122, 148, 206, 692);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (61, 619, 139, 128, 37);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (92, 742, 118, 204, 190);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (141, 671, 124, 289, 623);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (106, 825, 2, 245, 73);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (51, 433, 8, 54, 365);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (124, 330, 80, 190, 449);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (46, 470, 77, 255, 388);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (127, 268, 142, 234, 129);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (38, 691, 29, 131, 615);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (91, 935, 81, 137, 397);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (67, 52, 111, 43, 84);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (95, 242, 111, 244, 81);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (18, 195, 141, 158, 623);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (36, 608, 2, 163, 240);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (94, 318, 149, 38, 670);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (103, 613, 150, 98, 681);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (136, 857, 94, 167, 314);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (105, 633, 96, 134, 187);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (35, 255, 26, 205, 121);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (19, 5, 4, 119, 694);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (60, 732, 125, 142, 621);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (13, 243, 78, 278, 678);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (73, 309, 16, 65, 37);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (56, 838, 93, 174, 196);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (135, 652, 122, 126, 142);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (98, 674, 79, 43, 105);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (12, 523, 99, 293, 207);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (88, 952, 102, 241, 592);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (43, 933, 64, 115, 364);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (95, 738, 19, 263, 532);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (27, 88, 103, 252, 287);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (89, 983, 28, 59, 598);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (4, 205, 9, 49, 317);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (134, 640, 72, 48, 690);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (27, 770, 40, 94, 554);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (38, 821, 10, 279, 148);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (107, 134, 103, 270, 304);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (24, 325, 14, 129, 122);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (22, 384, 154, 247, 561);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (47, 526, 38, 133, 65);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (131, 68, 18, 117, 696);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (109, 33, 65, 178, 91);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (140, 996, 33, 209, 334);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (31, 920, 82, 95, 300);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (27, 745, 21, 255, 422);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (124, 153, 48, 175, 63);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (118, 550, 108, 67, 610);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (142, 205, 143, 220, 113);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (79, 636, 103, 57, 419);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (119, 145, 17, 226, 164);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (119, 867, 118, 182, 637);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (7, 726, 53, 101, 567);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (53, 239, 141, 50, 366);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (8, 944, 67, 127, 429);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (133, 555, 122, 264, 466);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (82, 561, 122, 292, 486);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (118, 159, 13, 120, 461);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (76, 850, 150, 57, 315);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (25, 294, 145, 215, 322);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (110, 876, 117, 274, 502);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (26, 329, 90, 98, 356);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (114, 125, 153, 128, 496);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (55, 149, 122, 46, 340);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (35, 638, 141, 178, 85);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (96, 83, 27, 90, 161);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (39, 451, 109, 198, 558);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (16, 951, 48, 77, 407);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (40, 768, 112, 293, 374);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (52, 846, 132, 230, 587);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (114, 904, 121, 79, 556);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (9, 1000, 129, 295, 248);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (56, 581, 15, 43, 291);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (23, 870, 10, 111, 169);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (110, 661, 56, 53, 44);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (74, 916, 9, 174, 65);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (109, 333, 57, 124, 658);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (51, 53, 100, 198, 599);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (134, 296, 94, 146, 685);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (134, 655, 53, 163, 45);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (54, 90, 34, 198, 332);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (106, 484, 141, 293, 177);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (85, 222, 72, 165, 223);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (43, 184, 137, 168, 562);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (60, 970, 117, 49, 325);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (120, 567, 107, 295, 155);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (30, 997, 90, 38, 321);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (8, 377, 58, 293, 39);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (88, 775, 117, 169, 350);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (86, 891, 59, 283, 143);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (29, 892, 133, 235, 620);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (74, 633, 52, 105, 476);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (110, 259, 131, 220, 475);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (60, 41, 42, 237, 33);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (64, 174, 117, 155, 316);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (19, 545, 54, 115, 522);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (87, 339, 125, 73, 528);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (91, 928, 72, 288, 487);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (103, 850, 101, 230, 341);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (113, 450, 102, 253, 288);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (25, 498, 126, 134, 111);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (78, 417, 7, 297, 92);
--insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (112, 29, 4, 201, 314);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (9, 281, 70, 151, 359);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (71, 34, 17, 166, 572);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (77, 87, 62, 109, 227);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (108, 350, 26, 235, 681);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (62, 175, 148, 292, 481);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (87, 49, 102, 183, 433);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (100, 561, 58, 284, 492);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (29, 407, 88, 290, 353);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (81, 68, 10, 264, 76);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (94, 285, 20, 273, 500);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (24, 940, 95, 41, 441);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (142, 971, 16, 200, 641);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (67, 664, 117, 261, 43);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (9, 370, 75, 151, 445);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (49, 233, 32, 109, 289);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (92, 604, 78, 273, 489);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (142, 885, 140, 38, 324);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (4, 891, 27, 38, 32);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (114, 241, 41, 292, 569);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (35, 232, 4, 257, 168);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (70, 581, 61, 196, 562);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (37, 975, 59, 158, 69);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (62, 946, 154, 101, 324);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (82, 132, 32, 221, 478);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (44, 657, 11, 247, 403);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (139, 685, 42, 203, 234);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (68, 5, 26, 287, 330);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (23, 630, 57, 182, 676);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (72, 936, 153, 213, 61);
