insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (449, 'Faker Internal Movement', 'Lot E', '30/06/2023', '25/11/2022');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (900, 'Faker Internal Movement', 'Lot E', '05/11/2022', '09/05/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (828, 'Faker Internal Movement', 'Lot A', '03/02/2023', '19/05/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (415, 'Faker Internal Movement', 'Lot B', '06/01/2023', '13/02/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (906, 'Faker Internal Movement', 'Lot E', '31/12/2022', '27/10/2022');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (434, 'Faker Internal Movement', 'Lot E', '19/07/2023', '02/11/2022');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (706, 'Faker Internal Movement', 'Lot B', '05/05/2023', '26/06/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (915, 'Faker Internal Movement', 'Lot A', '02/08/2023', '23/06/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (92, 'Faker Internal Movement', 'Lot B', '18/02/2023', '04/11/2022');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (480, 'Faker Internal Movement', 'Lot D', '22/03/2023', '29/04/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (472, 'Faker Internal Movement', 'Lot C', '17/12/2022', '29/07/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (705, 'Faker Internal Movement', 'Lot A', '05/02/2023', '10/01/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (714, 'Faker Internal Movement', 'Lot A', '22/02/2023', '18/02/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (725, 'Faker Internal Movement', 'Lot D', '31/03/2023', '26/02/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (255, 'Faker Internal Movement', 'Lot D', '24/02/2023', '12/05/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (220, 'Faker Internal Movement', 'Lot E', '03/08/2023', '09/04/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (878, 'Faker Internal Movement', 'Lot C', '17/01/2023', '03/06/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (645, 'Faker Internal Movement', 'Lot C', '03/11/2022', '14/05/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (597, 'Faker Internal Movement', 'Lot D', '26/06/2023', '21/12/2022');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (278, 'Faker Internal Movement', 'Lot B', '02/11/2022', '22/05/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (734, 'Faker Internal Movement', 'Lot E', '29/06/2023', '13/05/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (37, 'Faker Internal Movement', 'Lot C', '11/10/2022', '12/12/2022');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (240, 'Faker Internal Movement', 'Lot D', '17/10/2022', '30/04/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (963, 'Faker Internal Movement', 'Lot C', '29/03/2023', '24/12/2022');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (795, 'Faker Internal Movement', 'Lot B', '12/04/2023', '31/10/2022');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (840, 'Faker Internal Movement', 'Lot C', '04/07/2023', '06/05/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (130, 'Faker Internal Movement', 'Lot E', '03/03/2023', '01/07/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (989, 'Faker Internal Movement', 'Lot C', '17/03/2023', '23/11/2022');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (686, 'Faker Internal Movement', 'Lot B', '16/04/2023', '25/07/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (540, 'Faker Internal Movement', 'Lot B', '27/04/2023', '27/12/2022');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (523, 'Faker Internal Movement', 'Lot B', '12/03/2023', '24/10/2022');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (629, 'Faker Internal Movement', 'Lot C', '23/07/2023', '25/02/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (160, 'Faker Internal Movement', 'Lot C', '10/12/2022', '18/02/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (932, 'Faker Internal Movement', 'Lot E', '19/03/2023', '09/12/2022');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (425, 'Faker Internal Movement', 'Lot A', '05/04/2023', '06/04/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (288, 'Faker Internal Movement', 'Lot E', '20/12/2022', '30/11/2022');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (685, 'Faker Internal Movement', 'Lot B', '10/08/2023', '10/02/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (248, 'Faker Internal Movement', 'Lot B', '18/08/2023', '13/06/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (278, 'Faker Internal Movement', 'Lot C', '30/01/2023', '24/04/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (195, 'Faker Internal Movement', 'Lot E', '14/03/2023', '09/06/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (913, 'Faker Internal Movement', 'Lot C', '24/05/2023', '27/07/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (796, 'Faker Internal Movement', 'Lot C', '31/12/2022', '29/06/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (562, 'Faker Internal Movement', 'Lot C', '01/04/2023', '13/11/2022');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (156, 'Faker Internal Movement', 'Lot A', '08/12/2022', '13/03/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (873, 'Faker Internal Movement', 'Lot A', '01/12/2022', '24/06/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (957, 'Faker Internal Movement', 'Lot A', '15/12/2022', '22/04/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (411, 'Faker Internal Movement', 'Lot B', '23/02/2023', '14/10/2022');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (113, 'Faker Internal Movement', 'Lot E', '18/04/2023', '14/11/2022');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (911, 'Faker Internal Movement', 'Lot A', '27/03/2023', '23/05/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (947, 'Faker Internal Movement', 'Lot A', '17/01/2023', '16/12/2022');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (156, 'Faker Internal Movement', 'Lot E', '07/04/2023', '11/01/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (244, 'Faker Internal Movement', 'Lot E', '07/05/2023', '17/10/2022');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (844, 'Faker Internal Movement', 'Lot D', '13/02/2023', '06/06/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (711, 'Faker Internal Movement', 'Lot D', '10/01/2023', '11/03/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (504, 'Faker Internal Movement', 'Lot C', '27/07/2023', '21/07/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (227, 'Faker Internal Movement', 'Lot B', '23/11/2022', '14/07/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (968, 'Faker Internal Movement', 'Lot D', '08/04/2023', '09/02/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (708, 'Faker Internal Movement', 'Lot C', '02/06/2023', '24/06/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (61, 'Faker Internal Movement', 'Lot B', '19/04/2023', '08/12/2022');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (184, 'Faker Internal Movement', 'Lot A', '06/05/2023', '13/07/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (18, 'Faker Internal Movement', 'Lot A', '03/02/2023', '20/12/2022');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (754, 'Faker Internal Movement', 'Lot A', '19/04/2023', '05/07/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (388, 'Faker Internal Movement', 'Lot B', '12/06/2023', '14/04/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (744, 'Faker Internal Movement', 'Lot B', '01/08/2023', '26/10/2022');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (537, 'Faker Internal Movement', 'Lot D', '08/12/2022', '22/12/2022');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (175, 'Faker Internal Movement', 'Lot E', '19/04/2023', '02/02/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (834, 'Faker Internal Movement', 'Lot C', '26/12/2022', '31/01/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (825, 'Faker Internal Movement', 'Lot E', '27/05/2023', '12/01/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (301, 'Faker Internal Movement', 'Lot C', '02/08/2023', '16/11/2022');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (298, 'Faker Internal Movement', 'Lot E', '13/03/2023', '17/05/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (697, 'Faker Internal Movement', 'Lot E', '24/06/2023', '31/12/2022');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (959, 'Faker Internal Movement', 'Lot A', '08/05/2023', '26/12/2022');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (250, 'Faker Internal Movement', 'Lot C', '06/01/2023', '02/06/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (889, 'Faker Internal Movement', 'Lot D', '13/05/2023', '22/04/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (588, 'Faker Internal Movement', 'Lot A', '19/08/2023', '11/01/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (910, 'Faker Internal Movement', 'Lot C', '08/02/2023', '10/05/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (321, 'Faker Internal Movement', 'Lot D', '18/02/2023', '13/12/2022');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (80, 'Faker Internal Movement', 'Lot D', '02/07/2023', '13/11/2022');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (191, 'Faker Internal Movement', 'Lot C', '25/12/2022', '16/01/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (660, 'Faker Internal Movement', 'Lot C', '20/11/2022', '21/07/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (593, 'Faker Internal Movement', 'Lot C', '17/12/2022', '29/03/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (142, 'Faker Internal Movement', 'Lot C', '01/11/2022', '16/08/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (107, 'Faker Internal Movement', 'Lot C', '17/05/2023', '21/03/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (11, 'Faker Internal Movement', 'Lot D', '09/08/2023', '19/03/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (319, 'Faker Internal Movement', 'Lot E', '20/01/2023', '23/03/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (630, 'Faker Internal Movement', 'Lot D', '28/10/2022', '13/01/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (206, 'Faker Internal Movement', 'Lot C', '04/07/2023', '08/12/2022');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (260, 'Faker Internal Movement', 'Lot D', '11/08/2023', '14/02/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (794, 'Faker Internal Movement', 'Lot D', '12/04/2023', '01/03/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (486, 'Faker Internal Movement', 'Lot A', '03/12/2022', '26/01/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (997, 'Faker Internal Movement', 'Lot B', '12/11/2022', '20/01/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (998, 'Faker Internal Movement', 'Lot B', '18/12/2022', '12/01/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (363, 'Faker Internal Movement', 'Lot C', '12/04/2023', '22/03/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (293, 'Faker Internal Movement', 'Lot C', '17/05/2023', '05/08/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (361, 'Faker Internal Movement', 'Lot B', '15/12/2022', '10/06/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (957, 'Faker Internal Movement', 'Lot E', '15/07/2023', '18/10/2022');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (935, 'Faker Internal Movement', 'Lot B', '06/08/2023', '30/03/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (575, 'Faker Internal Movement', 'Lot D', '27/07/2023', '23/06/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (684, 'Faker Internal Movement', 'Lot C', '27/11/2022', '20/08/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (73, 'Faker Internal Movement', 'Lot D', '12/11/2022', '06/06/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (623, 'Faker Internal Movement', 'Lot C', '03/06/2023', '18/11/2022');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (136, 'Faker Internal Movement', 'Lot E', '15/04/2023', '21/03/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (701, 'Faker Internal Movement', 'Lot E', '02/01/2023', '06/08/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (851, 'Faker Internal Movement', 'Lot E', '28/06/2023', '11/08/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (858, 'Faker Internal Movement', 'Lot E', '16/02/2023', '12/02/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (834, 'Faker Internal Movement', 'Lot D', '25/10/2022', '30/11/2022');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (699, 'Faker Internal Movement', 'Lot E', '26/07/2023', '18/08/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (944, 'Faker Internal Movement', 'Lot D', '01/06/2023', '29/04/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (164, 'Faker Internal Movement', 'Lot A', '22/04/2023', '06/02/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (103, 'Faker Internal Movement', 'Lot B', '15/04/2023', '15/05/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (749, 'Faker Internal Movement', 'Lot B', '24/04/2023', '25/02/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (403, 'Faker Internal Movement', 'Lot C', '01/11/2022', '08/05/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (466, 'Faker Internal Movement', 'Lot C', '06/12/2022', '09/11/2022');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (741, 'Faker Internal Movement', 'Lot B', '23/03/2023', '24/08/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (267, 'Faker Internal Movement', 'Lot B', '06/01/2023', '14/12/2022');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (152, 'Faker Internal Movement', 'Lot E', '06/04/2023', '25/02/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (59, 'Faker Internal Movement', 'Lot A', '08/05/2023', '24/08/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (806, 'Faker Internal Movement', 'Lot C', '04/12/2022', '31/01/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (700, 'Faker Internal Movement', 'Lot A', '13/11/2022', '21/07/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (213, 'Faker Internal Movement', 'Lot E', '08/04/2023', '19/07/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (623, 'Faker Internal Movement', 'Lot B', '12/08/2023', '21/07/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (22, 'Faker Internal Movement', 'Lot D', '04/11/2022', '29/03/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (752, 'Faker Internal Movement', 'Lot D', '12/12/2022', '23/04/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (22, 'Faker Internal Movement', 'Lot E', '04/03/2023', '09/11/2022');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (140, 'Faker Internal Movement', 'Lot E', '28/10/2022', '21/01/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (795, 'Faker Internal Movement', 'Lot A', '15/10/2022', '04/03/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (984, 'Faker Internal Movement', 'Lot E', '07/01/2023', '03/03/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (517, 'Faker Internal Movement', 'Lot B', '28/03/2023', '27/03/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (523, 'Faker Internal Movement', 'Lot E', '23/11/2022', '30/10/2022');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (382, 'Faker Internal Movement', 'Lot B', '12/11/2022', '10/06/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (52, 'Faker Internal Movement', 'Lot C', '26/12/2022', '27/11/2022');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (687, 'Faker Internal Movement', 'Lot D', '01/06/2023', '14/12/2022');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (488, 'Faker Internal Movement', 'Lot A', '24/11/2022', '20/11/2022');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (983, 'Faker Internal Movement', 'Lot C', '26/07/2023', '23/11/2022');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (317, 'Faker Internal Movement', 'Lot E', '24/07/2023', '19/03/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (892, 'Faker Internal Movement', 'Lot C', '15/07/2023', '18/10/2022');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (15, 'Faker Internal Movement', 'Lot D', '10/11/2022', '21/06/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (398, 'Faker Internal Movement', 'Lot B', '17/01/2023', '05/08/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (644, 'Faker Internal Movement', 'Lot E', '13/06/2023', '08/03/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (231, 'Faker Internal Movement', 'Lot B', '14/03/2023', '06/01/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (983, 'Faker Internal Movement', 'Lot E', '20/06/2023', '05/04/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (440, 'Faker Internal Movement', 'Lot A', '09/07/2023', '04/12/2022');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (708, 'Faker Internal Movement', 'Lot D', '03/08/2023', '30/04/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (711, 'Faker Internal Movement', 'Lot B', '01/05/2023', '01/12/2022');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (263, 'Faker Internal Movement', 'Lot B', '22/02/2023', '20/10/2022');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (164, 'Faker Internal Movement', 'Lot E', '24/04/2023', '30/04/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (220, 'Faker Internal Movement', 'Lot D', '05/06/2023', '23/11/2022');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (548, 'Faker Internal Movement', 'Lot B', '27/12/2022', '08/07/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (521, 'Faker Internal Movement', 'Lot B', '22/07/2023', '30/10/2022');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (909, 'Faker Internal Movement', 'Lot A', '08/08/2023', '21/01/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (634, 'Faker Internal Movement', 'Lot B', '23/02/2023', '06/02/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (332, 'Faker Internal Movement', 'Lot A', '26/11/2022', '06/06/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (654, 'Faker Internal Movement', 'Lot B', '14/06/2023', '18/07/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (353, 'Faker Internal Movement', 'Lot E', '22/12/2022', '26/05/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (409, 'Faker Internal Movement', 'Lot A', '13/03/2023', '09/08/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (715, 'Faker Internal Movement', 'Lot E', '02/03/2023', '16/08/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (931, 'Faker Internal Movement', 'Lot E', '22/10/2022', '21/02/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (459, 'Faker Internal Movement', 'Lot D', '04/08/2023', '27/06/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (183, 'Faker Internal Movement', 'Lot B', '06/07/2023', '03/11/2022');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (226, 'Faker Internal Movement', 'Lot D', '11/03/2023', '01/07/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (24, 'Faker Internal Movement', 'Lot E', '24/11/2022', '11/12/2022');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (989, 'Faker Internal Movement', 'Lot C', '11/08/2023', '18/11/2022');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (751, 'Faker Internal Movement', 'Lot E', '15/11/2022', '29/12/2022');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (784, 'Faker Internal Movement', 'Lot C', '13/04/2023', '17/11/2022');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (548, 'Faker Internal Movement', 'Lot C', '04/11/2022', '15/08/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (443, 'Faker Internal Movement', 'Lot E', '04/03/2023', '18/06/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (160, 'Faker Internal Movement', 'Lot E', '18/05/2023', '19/10/2022');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (210, 'Faker Internal Movement', 'Lot C', '06/03/2023', '26/07/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (344, 'Faker Internal Movement', 'Lot A', '11/04/2023', '21/06/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (360, 'Faker Internal Movement', 'Lot E', '19/12/2022', '04/11/2022');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (935, 'Faker Internal Movement', 'Lot B', '20/05/2023', '07/04/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (261, 'Faker Internal Movement', 'Lot E', '05/05/2023', '02/12/2022');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (240, 'Faker Internal Movement', 'Lot D', '12/01/2023', '14/11/2022');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (267, 'Faker Internal Movement', 'Lot B', '14/11/2022', '01/12/2022');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (556, 'Faker Internal Movement', 'Lot D', '22/07/2023', '26/12/2022');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (98, 'Faker Internal Movement', 'Lot B', '08/03/2023', '03/02/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (443, 'Faker Internal Movement', 'Lot E', '12/11/2022', '16/06/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (289, 'Faker Internal Movement', 'Lot E', '05/01/2023', '29/03/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (720, 'Faker Internal Movement', 'Lot B', '29/03/2023', '11/11/2022');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (817, 'Faker Internal Movement', 'Lot B', '26/05/2023', '31/12/2022');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (404, 'Faker Internal Movement', 'Lot A', '01/11/2022', '31/05/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (678, 'Faker Internal Movement', 'Lot E', '30/01/2023', '23/03/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (102, 'Faker Internal Movement', 'Lot B', '22/10/2022', '31/12/2022');
--insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (112, 'Faker Internal Movement', 'Lot E', '21/12/2022', '27/12/2022');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (739, 'Faker Internal Movement', 'Lot D', '22/08/2023', '02/03/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (188, 'Faker Internal Movement', 'Lot C', '18/03/2023', '30/04/2023');
